date,position,song,artist,popularity,duration_ms,album_type,total_tracks,release_date,is_explicit,album_cover_url
2023-05-17,40,ミックスナッツ,OFFICIAL HIGE DANDISM,72,213438,single,1,2022-04-15,False,https://i.scdn.co/image/ab67616d0000b273e4432f106a0ca7a2088fbb3d
2023-05-17,41,残響散歌,Aimer,79,184893,single,1,2021-12-06,False,https://i.scdn.co/image/ab67616d0000b27310179936604a42f16280835e
2023-05-17,42,トウキョウ・シャンディ・ランデヴ,MAISONdes,74,184766,single,1,2022-10-21,False,https://i.scdn.co/image/ab67616d0000b27343d214ac51fbf9b72c08f3e6
2023-05-17,43,Smile Again,BE:FIRST,74,202049,single,3,2023-04-26,False,https://i.scdn.co/image/ab67616d0000b273a3781fd31bb6ba6942229573
2023-05-17,44,ANTIFRAGILE,LE SSERAFIM,73,184444,album,13,2023-05-01,False,https://i.scdn.co/image/ab67616d0000b273d71fd77b89d08bc1bda219c7
2023-05-17,45,Kitsch,IVE,80,195440,album,11,2023-04-10,False,https://i.scdn.co/image/ab67616d0000b27325ef3cec1eceefd4db2f91c8
2023-05-17,46,きらり,Fujii Kaze,74,231882,album,9,2022-01-14,False,https://i.scdn.co/image/ab67616d0000b27393f551abf615209c537fb4d4
2023-05-17,47,ホワイトノイズ,OFFICIAL HIGE DANDISM,73,254838,single,1,2023-01-11,False,https://i.scdn.co/image/ab67616d0000b273c51fc46c18220ed859dab6ed
2023-05-17,48,私は最強,Ado,72,257079,album,8,2022-08-09,False,https://i.scdn.co/image/ab67616d0000b273c37dcac99df04be050879c60
2023-05-17,49,Habit,SEKAI NO OWARI,73,253153,single,1,2022-04-28,False,https://i.scdn.co/image/ab67616d0000b2733e94f2b2c3303120be19210b
2023-05-17,50,星月夜,YU-KA,73,265714,single,1,2023-02-08,False,https://i.scdn.co/image/ab67616d0000b273928f9e109e056c5f4d00036b
